partType,name,image,url,type,size
memory,Patriot Signature Line 8 GB (1 x 8 GB) DDR4-3200 CL22 Memory (PSD48G320081),https://m.media-amazon.com/images/I/31oa0LUBh4L.jpg,https://pcpartpicker.com/product/7vcRsY/patriot-signature-line-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-psd48g320081,DDR4,8
memory,Patriot Viper 4 Blackout 8 GB (2 x 4 GB) DDR4-3000 CL16 Memory (PVB48G300C6K),https://images-na.ssl-images-amazon.com/images/I/41rLxvkrWbL.jpg,https://pcpartpicker.com/product/mhtKHx/patriot-viper-4-blackout-8-gb-2-x-4-gb-ddr4-3000-memory-pvb48g300c6k,DDR4,8
memory,G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-4000 CL18 Memory (F4-4000C18D-32GTZN),https://cdna.pcpartpicker.com/static/forever/images/product/6fc1c22e745c629dcd029159128f1f04.256p.jpg,https://pcpartpicker.com/product/f9jNnQ/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gtzn,DDR4,32
memory,Kingston HyperX Fury RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (HX432C16FB3AK2/16),https://cdna.pcpartpicker.com/static/forever/images/product/686cd5fcd34d5cdd9ca71aa75a3a2466.256p.jpg,https://pcpartpicker.com/product/YcTzK8/kingston-hyperx-fury-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-hx432c16fb3ak216,DDR4,16
memory,Corsair Dominator Platinum RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMT16GX4M2E3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/12b2a16ac33c5c438cf4e27803e745d9.256p.jpg,https://pcpartpicker.com/product/v4kWGX/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmt16gx4m2e3200c16,DDR4,16
memory,G.Skill Ripjaws V 128 GB (4 x 32 GB) DDR4-2666 CL18 Memory (F4-2666C18Q-128GVK),https://cdna.pcpartpicker.com/static/forever/images/product/ac34469d080432766338d9dfaa2da711.256p.jpg,https://pcpartpicker.com/product/mdFKHx/gskill-ripjaws-v-128-gb-4-x-32-gb-ddr4-2666-memory-f4-2666c18q-128gvk,DDR4,128
memory,ADATA XPG GAMMIX D30 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (AX4U320038G16-DR30),https://cdna.pcpartpicker.com/static/forever/images/product/83ca9a1f578b82760f25889fae9dba1f.256p.jpg,https://pcpartpicker.com/product/KjH8TW/adata-xpg-gammix-d30-16-gb-2-x-8-gb-ddr4-3200-memory-ax4u320038g16-dr30,DDR4,16
memory,G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (F4-3200C16D-32GTRS),https://cdna.pcpartpicker.com/static/forever/images/product/5f0811018cd80527d23610ce976a39ce.256p.jpg,https://pcpartpicker.com/product/ZRc48d/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3200-memory-f4-3200c16d-32gtrs,DDR4,32
memory,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16D-16GVRB),https://cdna.pcpartpicker.com/static/forever/images/product/bdb8f865a51dcd7d73717eb3806d4c2f.256p.jpg,https://pcpartpicker.com/product/Nqp323/gskill-memory-f43200c16d16gvrb,DDR4,16
memory,G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-4000 CL18 Memory (F4-4000C18D-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/1e909ce2404a24dbd5f9ff72be1dab5c.256p.jpg,https://pcpartpicker.com/product/29gQzy/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18d-64gvk,DDR4,64
memory,G.Skill Ripjaws V 128 GB (4 x 32 GB) DDR4-3200 CL16 Memory (F4-3200C16Q-128GVK),https://cdna.pcpartpicker.com/static/forever/images/product/43991fbd9a7c69f2fd0bc7d48b69500d.256p.jpg,https://pcpartpicker.com/product/rJkgXL/gskill-ripjaws-v-128-gb-4-x-32-gb-ddr4-3200-memory-f4-3200c16q-128gvk,DDR4,128
memory,OLOy WarHawk RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (MD4U083216BEDA),https://cdna.pcpartpicker.com/static/forever/images/product/7d1d856ccc522182c8be1c3a659273ba.256p.jpg,https://pcpartpicker.com/product/tRsnTW/oloy-warhawk-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-md4u083216beda,DDR4,16
memory,Patriot Viper Steel 8 GB (1 x 8 GB) DDR4-3200 CL16 Memory (PVS48G320C6),https://cdna.pcpartpicker.com/static/forever/images/product/f02f872bfbeae09eefa0a32c38abd360.256p.jpg,https://pcpartpicker.com/product/QRQG3C/patriot-viper-steel-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-pvs48g320c6,DDR4,8
memory,TEAMGROUP T-Force Vulcan Z 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory (TLZGD464G3200HC16CDC01),https://cdna.pcpartpicker.com/static/forever/images/product/01da19f16d5e4c5808f64fb9049afb68.256p.jpg,https://pcpartpicker.com/product/RjK2FT/teamgroup-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-tlzgd464g3200hc16cdc01,DDR4,64
memory,G.Skill Trident Z Neo 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory (F4-3600C18Q-32GTZN),https://cdna.pcpartpicker.com/static/forever/images/product/75af64e8ece52cb4bf45d58c5df18f3a.256p.jpg,https://pcpartpicker.com/product/2wVG3C/gskill-trident-z-neo-32-gb-4-x-8-gb-ddr4-3600-memory-f4-3600c18q-32gtzn,DDR4,32
memory,Corsair Vengeance RGB Pro 128 GB (8 x 16 GB) DDR4-3600 CL18 Memory (CMW128GX4M8X3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/5afa4f26c93c1049475bedd28cd4b988.256p.jpg,https://pcpartpicker.com/product/7pCD4D/corsair-vengeance-rgb-pro-128-gb-8-x-16-gb-ddr4-3600-memory-cmw128gx4m8x3600c18,DDR4,128
memory,G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory (F4-3600C18D-64GTZN),https://cdna.pcpartpicker.com/static/forever/images/product/a5aa7db7f572f73b96ca99c21e87cb12.256p.jpg,https://pcpartpicker.com/product/tcVG3C/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzn,DDR4,64
memory,G.Skill Aegis 8 GB (1 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16S-8GIS),https://cdna.pcpartpicker.com/static/forever/images/product/0c5fcc123c2057de8a39584676b0e780.256p.jpg,https://pcpartpicker.com/product/yz6qqs/gskill-aegis-8-gb-1-x-8-gb-ddr4-3200-memory-f4-3200c16s-8gis,DDR4,8
memory,G.Skill Aegis 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16Q-32GIS),https://cdna.pcpartpicker.com/static/forever/images/product/d6f268ad9028e14a9b4cb10dd224923c.256p.jpg,https://pcpartpicker.com/product/xMVG3C/gskill-aegis-64-gb-4-x-16-gb-ddr4-3200-memory-f4-3200c16q-32gis,DDR4,32
memory,ADATA XPG GAMMIX D20 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (AX4U320016G16A-DCBK20),https://m.media-amazon.com/images/I/413TJyCKYbL.jpg,https://pcpartpicker.com/product/cGC48d/adata-xpg-gammix-d20-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-dcbk20,DDR4,32
memory,G.Skill Trident Z Royal 128 GB (4 x 32 GB) DDR4-4000 CL18 Memory (F4-4000C18Q-128GTRS),https://cdna.pcpartpicker.com/static/forever/images/product/3f022d1fab33c9449528fcde94d7df8e.256p.jpg,https://pcpartpicker.com/product/RHCFf7/gskill-trident-z-royal-128-gb-4-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18q-128gtrs,DDR4,128
memory,G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (F4-3600C18D-16GTRS),https://cdna.pcpartpicker.com/static/forever/images/product/a8ee4e88d64531f87c8b900443c175f7.256p.jpg,https://pcpartpicker.com/product/ZHMwrH/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c18d-16gtrs,DDR4,16
memory,TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-4000 CL18 Memory (TLZGD416G4000HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/01da19f16d5e4c5808f64fb9049afb68.256p.jpg,https://pcpartpicker.com/product/TtfnTW/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-tlzgd416g4000hc18jdc01,DDR4,16
memory,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-4000 CL18 Memory (TF4D432G4000HC18LDC01),https://m.media-amazon.com/images/I/41aVm2opnhL.jpg,https://pcpartpicker.com/product/3X7G3C/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-tf4d432g4000hc18ldc01,DDR4,32
memory,Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory (BL2K8G30C15U4R),https://cdna.pcpartpicker.com/static/forever/images/product/15df371c35cec4f6d6198e77f5558a2b.256p.jpg,https://pcpartpicker.com/product/jbyqqs/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3000-memory-bl2k8g30c15u4r,DDR4,16
memory,Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-2666 CL16 Memory (CMK8GX4M2A2666C16),https://cdna.pcpartpicker.com/static/forever/images/product/d1b4a922b5f3ff1362c85260000ea1e2.256p.jpg,https://pcpartpicker.com/product/NTCrxr/corsair-memory-cmk8gx4m2a2666c16,DDR4,8
memory,Kingston Fury Beast RGB Special Edition 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (KF436C18BWAK2/32),https://cdna.pcpartpicker.com/static/forever/images/product/25aec09774cf3030d1edc27e00b0a59e.256p.jpg,https://pcpartpicker.com/product/d9jBD3/kingston-fury-beast-rgb-special-edition-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kf436c18bwak232,DDR4,32
memory,G.Skill Aegis 32 GB (2 x 16 GB) DDR4-2666 CL19 Memory (F4-2666C19D-32GIS),https://cdna.pcpartpicker.com/static/forever/images/product/8948a5edea833a649c684b8a15551f3f.256p.jpg,https://pcpartpicker.com/product/r2MwrH/gskill-aegis-32-gb-2-x-16-gb-ddr4-2666-cl19-memory-f4-2666c19d-32gis,DDR4,32
memory,Patriot Viper 4 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (PV416G320C6K),https://cdna.pcpartpicker.com/static/forever/images/product/d3ed1ce9380835a35a9b2f4ecaadf72f.256p.jpg,https://pcpartpicker.com/product/h8dxFT/patriot-viper-4-16gb-2-x-8gb-ddr4-3200-memory-pv416g320c6k,DDR4,16
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMK16GX4M2Z3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/30725e19c884a013c840e4b10b5f06a3.256p.jpg,https://pcpartpicker.com/product/Dkx9TW/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3200-memory-cmk16gx4m2z3200c16,DDR4,16
memory,OLOy MD4U083016BJDA 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory (MD4U083016BJDA),https://cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg,https://pcpartpicker.com/product/LMXYcf/oloy-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-md4u083016bjda,DDR4,16
memory,ADATA XPG Z1 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory (AX4U300038G16-DRZ),https://cdna.pcpartpicker.com/static/forever/images/product/2904c6202ef9e7c83997eccc5e4e283b.256p.jpg,https://pcpartpicker.com/product/6JRzK8/adata-xpg-z1-16gb-2-x-8gb-ddr4-3000-memory-ax4u300038g16-drz,DDR4,16
memory,Kingston FURY Beast 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory (KF432C16BB/32),https://cdna.pcpartpicker.com/static/forever/images/product/cbff70f75b5d67c6c28fce5086628059.256p.jpg,https://pcpartpicker.com/product/c2BG3C/kingston-fury-beast-32-gb-1-x-32-gb-ddr4-3200-cl16-memory-kf432c16bb32,DDR4,32
memory,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-2133 CL14 Memory (HX421C14FBK2/16),https://cdna.pcpartpicker.com/static/forever/images/product/e67996ac91882f9b74bead4e71043939.256p.jpg,https://pcpartpicker.com/product/xhM323/kingston-memory-hx421c14fbk216,DDR4,16
memory,Corsair Vengeance RGB RS 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (CMG16GX4M2D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,https://pcpartpicker.com/product/RvmmP6/corsair-vengeance-rgb-rs-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-cmg16gx4m2d3600c18,DDR4,16
memory,G.Skill Ripjaws V 64 GB (4 x 16 GB) DDR4-3600 CL18 Memory (F4-3600C18Q-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/f343e1cf376bda53f52378e7156b1fdc.256p.jpg,https://pcpartpicker.com/product/G4MTwP/gskill-ripjaws-v-64-gb-4-x-16-gb-ddr4-3600-memory-f4-3600c18q-64gvk,DDR4,64
memory,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-2666 CL16 Memory (CMK32GX4M2A2666C16),https://cdna.pcpartpicker.com/static/forever/images/product/e79d504aff7beb267af80eb5820ca907.256p.jpg,https://pcpartpicker.com/product/wf98TW/corsair-memory-cmk32gx4m2a2666c16,DDR4,32
memory,G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4800 CL17 Memory (F4-4800C17D-16GTRG),https://m.media-amazon.com/images/I/31fvDXR-GUL.jpg,https://pcpartpicker.com/product/vtC48d/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-4800-cl17-memory-f4-4800c17d-16gtrg,DDR4,16
memory,GeIL Orion RGB AMD Edition 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (GAOSG416GB3600C18BDC),https://cdna.pcpartpicker.com/static/forever/images/product/889a3bf0e44f7669e7491cd488a2946e.256p.jpg,https://pcpartpicker.com/product/xLytt6/geil-orion-rgb-amd-edition-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-gaosg416gb3600c18bdc,DDR4,16
memory,Samsung M393A8G40MB2-CVF 64 GB (1 x 64 GB) Registered DDR4-2933 CL21 Memory (M393A8G40MB2-CVF),https://cdna.pcpartpicker.com/static/forever/images/product/d14719f5be2c69dc8f600f655535b99d.256p.jpg,https://pcpartpicker.com/product/QQPgXL/samsung-64-gb-1-x-64-gb-registered-ddr4-2933-memory-m393a8g40mb2-cvf,DDR4,64
memory,G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory (F4-3200C16D-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,https://pcpartpicker.com/product/kGjNnQ/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-3200-memory-f4-3200c16d-64gvk,DDR4,64
memory,ADATA XPG SPECTRIX D41 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (AX4U320038G16A-DB41),https://m.media-amazon.com/images/I/51OSt99GykL.jpg,https://pcpartpicker.com/product/DMjNnQ/adata-xpg-spectrix-d41-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u320038g16a-db41,DDR4,16
memory,Corsair Vengeance LPX 128 GB (4 x 32 GB) DDR4-3600 CL18 Memory (CMK128GX4M4D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/dfa4ac40f0870e94991ca010677a4e8b.256p.jpg,https://pcpartpicker.com/product/Vh2bt6/corsair-vengeance-lpx-128-gb-4-x-32-gb-ddr4-3600-memory-cmk128gx4m4d3600c18,DDR4,128
memory,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3000 CL16 Memory (CMK32GX4M2D3000C16),https://cdna.pcpartpicker.com/static/forever/images/product/2a4187d3705fa862cfb3efee37530833.256p.jpg,https://pcpartpicker.com/product/DFXnTW/corsair-vengeance-lpx-32gb-2-x-16gb-ddr4-3000-memory-cmk32gx4m2d3000c16,DDR4,32
memory,Patriot Viper Steel RGB 16 GB (2 x 8 GB) DDR4-3600 CL20 Memory (PVSR416G360C0K),https://m.media-amazon.com/images/I/51LAj-ZvrBL.jpg,https://pcpartpicker.com/product/jj3mP6/patriot-viper-steel-rgb-16-gb-2-x-8-gb-ddr4-3600-cl20-memory-pvsr416g360c0k,DDR4,16
memory,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16D-16GVGB),https://cdna.pcpartpicker.com/static/forever/images/product/dddee40fc3ea7a8cbadb191d03d07440.256p.jpg,https://pcpartpicker.com/product/qGqbt6/gskill-memory-f43200c16d16gvgb,DDR4,16
memory,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (CMK32GX4M2D3600C18S),https://cdna.pcpartpicker.com/static/forever/images/product/9835eaa05f956f02b34ebb88bce1dc77.256p.jpg,https://pcpartpicker.com/product/v2KKHx/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmk32gx4m2d3600c18s,DDR4,32
memory,G.Skill TridentZ RGB 64 GB (2 x 32 GB) DDR4-4600 CL20 Memory (F4-4600C20D-64GTZR),https://cdna.pcpartpicker.com/static/forever/images/product/2637920ac8df794b51ce1e43673ad055.256p.jpg,https://pcpartpicker.com/product/nJt9TW/gskill-tridentz-rgb-64-gb-2-x-32-gb-ddr4-4600-cl20-memory-f4-4600c20d-64gtzr,DDR4,64
memory,G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3600 CL14 Memory (F4-3600C14D-32GTZN),https://cdna.pcpartpicker.com/static/forever/images/product/96514f9d5f3fccb074ac161e6151f709.256p.jpg,https://pcpartpicker.com/product/tm6qqs/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14d-32gtzn,DDR4,32
memory,Corsair Dominator Platinum RGB 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory (CMT32GX4M4C3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/86f93c73d617a69b42b75f4ccc1b17e5.256p.jpg,https://pcpartpicker.com/product/8T22FT/corsair-dominator-platinum-rgb-32-gb-4-x-8-gb-ddr4-3600-memory-cmt32gx4m4c3600c18,DDR4,32
memory,Patriot Viper Steel 16 GB (1 x 16 GB) DDR4-3200 CL16 Memory (PVS416G320C6),https://cdna.pcpartpicker.com/static/forever/images/product/8d17e7407453ee65ed1512b9bd9dd5ae.256p.jpg,https://pcpartpicker.com/product/B9jJ7P/patriot-viper-steel-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-pvs416g320c6,DDR4,16
memory,Kingston Server Premier 16 GB (1 x 16 GB) DDR4-2666 CL19 Memory (KSM26ED8/16HD),https://m.media-amazon.com/images/I/31Vphlem7hL.jpg,https://pcpartpicker.com/product/cBcG3C/kingston-server-premier-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-ksm26ed816hd,DDR4,16
memory,Corsair Dominator Platinum 32 GB (4 x 8 GB) DDR4-2666 CL15 Memory (CMD32GX4M4A2666C15),https://cdna.pcpartpicker.com/static/forever/images/product/33813e932dd7993032d89b4ce508aa21.256p.jpg,https://pcpartpicker.com/product/VbtWGX/corsair-memory-cmd32gx4m4a2666c15,DDR4,32
memory,G.Skill Ripjaws V 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory (F4-3200C16S-32GVK),https://cdna.pcpartpicker.com/static/forever/images/product/956d0dd9547920cdd9d5ea2959ba6a4c.256p.jpg,https://pcpartpicker.com/product/bnGnTW/gskill-ripjaws-v-32-gb-1-x-32-gb-ddr4-3200-memory-f4-3200c16s-32gvk,DDR4,32
memory,Mushkin Enhanced Redline Stiletto 16 GB (2 x 8 GB) DDR4-3600 CL14 Memory (MRF4U360EKKT8GX2),https://cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,https://pcpartpicker.com/product/PLt9TW/mushkin-enhanced-redline-stiletto-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-mrf4u360ekkt8gx2,DDR4,16
memory,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL14 Memory (F4-3200C14D-32GTZR),https://cdna.pcpartpicker.com/static/forever/images/product/3b3ccbfcb3d0fe120ddbbd89ffdae73c.256p.jpg,https://pcpartpicker.com/product/WtjWGX/gskill-tridentz-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c14d-32gtzr,DDR4,32
memory,Patriot Viper Steel 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory (PVS464G360C8K),https://cdna.pcpartpicker.com/static/forever/images/product/005d4fb952902ddbff2321bb2b48c252.256p.jpg,https://pcpartpicker.com/product/XKbCmG/patriot-viper-steel-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-pvs464g360c8k,DDR4,64
memory,Kingston Server Premier 64 GB (1 x 64 GB) Registered DDR4-3200 CL22 Memory (KSM32RD4/64HCR),https://m.media-amazon.com/images/I/31Vphlem7hL.jpg,https://pcpartpicker.com/product/PnVmP6/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-3200-cl22-memory-ksm32rd464hcr,DDR4,64
memory,Neo Forza FAYE 16 GB (2 x 8 GB) DDR4-4400 CL19 Memory (NMUD480E82-4400GG20),https://cdna.pcpartpicker.com/static/forever/images/product/36a87ecf517ec0a2adaf6abe43da7d5c.256p.jpg,https://pcpartpicker.com/product/xJfnTW/neo-forza-faye-16-gb-2-x-8-gb-ddr4-4400-cl19-memory-nmud480e82-4400gg20,DDR4,16
memory,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (CMT32GX4M2Z3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/6cddc2fb4b12b842130afd802d45966b.256p.jpg,https://pcpartpicker.com/product/JdkgXL/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmt32gx4m2z3600c18,DDR4,32
memory,Patriot Viper 4 Blackout 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (PVB416G320C6K),https://images-na.ssl-images-amazon.com/images/I/41kJ%2B0uq4NL.jpg,https://pcpartpicker.com/product/xK3mP6/patriot-viper-4-blackout-16-gb-2-x-8-gb-ddr4-3200-memory-pvb416g320c6k,DDR4,16
memory,Patriot Viper Elite II 16 GB (2 x 8 GB) DDR4-4000 CL20 Memory (PVE2416G400C0K),https://cdna.pcpartpicker.com/static/forever/images/product/2d2e900270a7ee108195438e806927eb.256p.jpg,https://pcpartpicker.com/product/9Qytt6/patriot-viper-elite-ii-16-gb-2-x-8-gb-ddr4-4000-cl20-memory-pve2416g400c0k,DDR4,16
memory,Corsair Dominator Platinum RGB 64 GB (4 x 16 GB) DDR4-3600 CL18 Memory (CMT64GX4M4K3600C18W),https://cdna.pcpartpicker.com/static/forever/images/product/d5b3b598c0807f7abf224893c6cbeec5.256p.jpg,https://pcpartpicker.com/product/Vm9tt6/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmt64gx4m4k3600c18w,DDR4,64
memory,Patriot Viper Elite II 32 GB (2 x 16 GB) DDR4-4000 CL20 Memory (PVE2432G400C0K),https://m.media-amazon.com/images/I/41TTZKaBOwS.jpg,https://pcpartpicker.com/product/dYXJ7P/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-4000-cl20-memory-pve2432g400c0k,DDR4,32
memory,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-2400 CL15 Memory (HX424C15FBK2/16),https://cdna.pcpartpicker.com/static/forever/images/product/144d7a9578a5d60ffc3e91de70de59ce.256p.jpg,https://pcpartpicker.com/product/nq38TW/kingston-memory-hx424c15fbk216,DDR4,16
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMK16GX4M2E3200C16W),https://cdna.pcpartpicker.com/static/forever/images/product/c7996bf15f2611f9977d79b549de6388.256p.jpg,https://pcpartpicker.com/product/dLZ9TW/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmk16gx4m2e3200c16w,DDR4,16
memory,Kingston FURY Beast 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (RFBB4-36C18K2/32),https://cdna.pcpartpicker.com/static/forever/images/product/cb59eb5c514107b75045debf07c6c1a3.256p.jpg,https://pcpartpicker.com/product/2NGhP6/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-rfbb4-36c18k232,DDR4,32
memory,Kingston HyperX Fury 16 GB (1 x 16 GB) DDR4-2666 CL16 Memory (HX426C16FB3/16),https://cdna.pcpartpicker.com/static/forever/images/product/6816dee50e0e0ee49dc61870ffbdb79b.256p.jpg,https://pcpartpicker.com/product/3Pwkcf/kingston-hyperx-fury-16-gb-1-x-16-gb-ddr4-2666-cl16-memory-hx426c16fb316,DDR4,16
memory,PNY XLR8 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (MD32GK2D4320016XR),https://cdna.pcpartpicker.com/static/forever/images/product/4a4678c8ab8bc90aec88726e7abd471d.256p.jpg,https://pcpartpicker.com/product/DMMTwP/pny-xlr8-32-gb-2-x-16-gb-ddr4-3200-memory-md32gk2d4320016xr,DDR4,32
memory,G.Skill NT 4 GB (1 x 4 GB) DDR4-2133 CL15 Memory (F4-2133C15S-4GNT),https://m.media-amazon.com/images/I/312jtDwYXCL.jpg,https://pcpartpicker.com/product/qx648d/gskill-memory-f42133c15s4gnt,DDR4,4
memory,TEAMGROUP Elite 64 GB (2 x 32 GB) DDR4-3200 CL22 Memory (TED464G3200C22DC01),https://cdna.pcpartpicker.com/static/forever/images/product/196236d5d42ff063b9d2d21e0d73ffda.256p.jpg,https://pcpartpicker.com/product/YqMTwP/team-elite-64-gb-2-x-32-gb-ddr4-3200-cl22-memory-ted464g3200c22dc01,DDR4,64
memory,TEAMGROUP Elite 8 GB (1 x 8 GB) DDR4-2666 CL19 Memory (TED48G2666C1901),https://cdna.pcpartpicker.com/static/forever/images/product/c2c3c45ef3cbea5104fcabc45269015d.256p.jpg,https://pcpartpicker.com/product/KzC48d/teamgroup-elite-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-ted48g2666c1901,DDR4,8
memory,Corsair Vengeance LPX 8 GB (1 x 8 GB) DDR4-3000 CL16 Memory (CMK8GX4M1D3000C16),https://cdna.pcpartpicker.com/static/forever/images/product/897d32aa11f4462641daa6c62d1322f5.256p.jpg,https://pcpartpicker.com/product/TRF48d/corsair-vengeance-lpx-8gb-1-x-8gb-ddr4-3000-memory-cmk8gx4m1d3000c16,DDR4,8
memory,Crucial Ballistix Sport LT 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (BLS2K8G4D32AESBK),https://cdna.pcpartpicker.com/static/forever/images/product/8ca8bf9040a74f567b633b5b538d641c.256p.jpg,https://pcpartpicker.com/product/gLGxFT/crucial-ballistix-sport-lt-16-gb-2-x-8-gb-ddr4-3200-memory-bls2k8g4d32aesbk,DDR4,16
